distribution,geography,category,code,bin_start,bin_end,weighted_pct,cum_pct,unweighted_n
WH_arrival_15min,National,08:00-08:15,,480.0,495.0,0.0243,1.7473,1
WH_arrival_15min,National,08:15-08:30,,495.0,510.0,0.0,1.7473,0
WH_arrival_15min,National,08:30-08:45,,510.0,525.0,0.0077,1.755,1
WH_arrival_15min,National,08:45-09:00,,525.0,540.0,1.8599,3.615,6
WH_arrival_15min,National,09:00-09:15,,540.0,555.0,0.0206,3.6355,1
WH_arrival_15min,National,09:15-09:30,,555.0,570.0,0.0,3.6355,0
WH_arrival_15min,National,09:30-09:45,,570.0,585.0,0.0299,3.6655,1
WH_arrival_15min,National,09:45-10:00,,585.0,600.0,0.0223,3.6878,1
WH_arrival_15min,National,10:00-10:15,,600.0,615.0,0.0,3.6878,0
WH_arrival_15min,National,10:15-10:30,,615.0,630.0,0.0191,3.7069,1
WH_arrival_15min,National,10:30-10:45,,630.0,645.0,0.0855,3.7923,1
WH_arrival_15min,National,10:45-11:00,,645.0,660.0,0.0401,3.8325,1
WH_arrival_15min,National,11:00-11:15,,660.0,675.0,0.2794,4.1118,5
WH_arrival_15min,National,11:15-11:30,,675.0,690.0,0.1302,4.242,5
WH_arrival_15min,National,11:30-11:45,,690.0,705.0,0.5686,4.8106,4
WH_arrival_15min,National,11:45-12:00,,705.0,720.0,0.016,4.8266,1
WH_arrival_15min,National,12:00-12:15,,720.0,735.0,0.8983,5.7248,22
WH_arrival_15min,National,12:15-12:30,,735.0,750.0,0.8035,6.5283,19
WH_arrival_15min,National,12:30-12:45,,750.0,765.0,0.8055,7.3338,15
WH_arrival_15min,National,12:45-13:00,,765.0,780.0,0.7569,8.0907,7
WH_arrival_15min,National,13:00-13:15,,780.0,795.0,0.9608,9.0515,18
WH_arrival_15min,National,13:15-13:30,,795.0,810.0,0.5446,9.5961,7
WH_arrival_15min,National,13:30-13:45,,810.0,825.0,0.4398,10.0359,12
WH_arrival_15min,National,13:45-14:00,,825.0,840.0,0.4289,10.4649,10
WH_arrival_15min,National,14:00-14:15,,840.0,855.0,0.7688,11.2336,14
WH_arrival_15min,National,14:15-14:30,,855.0,870.0,1.1415,12.3752,15
WH_arrival_15min,National,14:30-14:45,,870.0,885.0,1.3219,13.6971,28
WH_arrival_15min,National,14:45-15:00,,885.0,900.0,1.3316,15.0287,25
WH_arrival_15min,National,15:00-15:15,,900.0,915.0,2.7028,17.7315,36
WH_arrival_15min,National,15:15-15:30,,915.0,930.0,2.1876,19.9192,39
WH_arrival_15min,National,15:30-15:45,,930.0,945.0,3.8536,23.7727,58
WH_arrival_15min,National,15:45-16:00,,945.0,960.0,3.5962,27.369,57
WH_arrival_15min,National,16:00-16:15,,960.0,975.0,4.7293,32.0983,87
WH_arrival_15min,National,16:15-16:30,,975.0,990.0,4.1346,36.2329,67
WH_arrival_15min,National,16:30-16:45,,990.0,1005.0,5.4628,41.6957,103
WH_arrival_15min,National,16:45-17:00,,1005.0,1020.0,4.5764,46.2721,84
WH_arrival_15min,National,17:00-17:15,,1020.0,1035.0,7.3351,53.6072,129
WH_arrival_15min,National,17:15-17:30,,1035.0,1050.0,6.4404,60.0476,131
WH_arrival_15min,National,17:30-17:45,,1050.0,1065.0,6.2765,66.3241,118
WH_arrival_15min,National,17:45-18:00,,1065.0,1080.0,4.3297,70.6538,90
WH_arrival_15min,National,18:00-18:15,,1080.0,1095.0,5.3504,76.0042,90
WH_arrival_15min,National,18:15-18:30,,1095.0,1110.0,3.2486,79.2529,60
WH_arrival_15min,National,18:30-18:45,,1110.0,1125.0,3.4406,82.6934,55
WH_arrival_15min,National,18:45-19:00,,1125.0,1140.0,1.2548,83.9482,28
WH_arrival_15min,National,19:00-19:15,,1140.0,1155.0,1.6085,85.5567,34
WH_arrival_15min,National,19:15-19:30,,1155.0,1170.0,1.6449,87.2016,30
WH_arrival_15min,National,19:30-19:45,,1170.0,1185.0,1.3494,88.5509,21
WH_arrival_15min,National,19:45-20:00,,1185.0,1200.0,1.1157,89.6666,13
WH_arrival_15min,National,20:00-20:15,,1200.0,1215.0,0.9605,90.6272,16
WH_arrival_15min,National,20:15-20:30,,1215.0,1230.0,0.5097,91.1369,10
WH_arrival_15min,National,20:30-20:45,,1230.0,1245.0,0.5393,91.6762,15
WH_arrival_15min,National,20:45-21:00,,1245.0,1260.0,0.8315,92.5076,12
WH_arrival_15min,National,21:00-21:15,,1260.0,1275.0,0.3975,92.9051,8
WH_arrival_15min,National,21:15-21:30,,1275.0,1290.0,0.606,93.5111,7
WH_arrival_15min,National,21:30-21:45,,1290.0,1305.0,0.7416,94.2527,11
WH_arrival_15min,National,21:45-22:00,,1305.0,1320.0,0.7673,95.02,8
WH_arrival_15min,National,22:00-22:15,,1320.0,1335.0,0.2599,95.2798,7
WH_arrival_15min,National,22:15-22:30,,1335.0,1350.0,0.6447,95.9245,14
WH_arrival_15min,National,22:30-22:45,,1350.0,1365.0,0.6146,96.5391,7
WH_arrival_15min,National,22:45-23:00,,1365.0,1380.0,1.1953,97.7344,9
WH_arrival_15min,National,23:00-23:15,,1380.0,1395.0,0.6615,98.396,7
WH_arrival_15min,National,23:15-23:30,,1395.0,1410.0,0.8391,99.2351,15
WH_arrival_15min,National,23:30-23:45,,1410.0,1425.0,0.3615,99.5966,4
WH_arrival_15min,National,23:45-24:00,,1425.0,1440.0,0.4034,100.0,6
WH_departure_60min,National,00:00-01:00,,0.0,60.0,0.5328,0.5328,11
WH_departure_60min,National,01:00-02:00,,60.0,120.0,0.0903,0.6231,3
WH_departure_60min,National,02:00-03:00,,120.0,180.0,0.5453,1.1683,3
WH_departure_60min,National,03:00-04:00,,180.0,240.0,0.1248,1.2931,4
WH_departure_60min,National,04:00-05:00,,240.0,300.0,0.0479,1.341,2
WH_departure_60min,National,05:00-06:00,,300.0,360.0,0.143,1.484,2
WH_departure_60min,National,06:00-07:00,,360.0,420.0,0.0746,1.5586,2
WH_departure_60min,National,07:00-08:00,,420.0,480.0,0.1466,1.7052,4
WH_departure_60min,National,08:00-09:00,,480.0,540.0,1.8676,3.5729,7
WH_departure_60min,National,09:00-10:00,,540.0,600.0,0.0728,3.6457,3
WH_departure_60min,National,10:00-11:00,,600.0,660.0,0.2279,3.8736,6
WH_departure_60min,National,11:00-12:00,,660.0,720.0,1.6894,5.563,25
WH_departure_60min,National,12:00-13:00,,720.0,780.0,3.1922,8.7552,63
WH_departure_60min,National,13:00-14:00,,780.0,840.0,2.5042,11.2593,47
WH_departure_60min,National,14:00-15:00,,840.0,900.0,7.5985,18.8578,126
WH_departure_60min,National,15:00-16:00,,900.0,960.0,14.4796,33.3374,239
WH_departure_60min,National,16:00-17:00,,960.0,1020.0,21.2456,54.5831,388
WH_departure_60min,National,17:00-18:00,,1020.0,1080.0,23.0115,77.5946,443
WH_departure_60min,National,18:00-19:00,,1080.0,1140.0,8.9479,86.5425,153
WH_departure_60min,National,19:00-20:00,,1140.0,1200.0,3.7057,90.2482,67
WH_departure_60min,National,20:00-21:00,,1200.0,1260.0,2.9107,93.1589,45
WH_departure_60min,National,21:00-22:00,,1260.0,1320.0,2.247,95.4059,32
WH_departure_60min,National,22:00-23:00,,1320.0,1380.0,3.3283,98.7341,40
WH_departure_60min,National,23:00-24:00,,1380.0,1440.0,1.2659,100.0,23
WH_arrival_60min,National,00:00-01:00,,0.0,60.0,0.4776,0.4776,11
WH_arrival_60min,National,01:00-02:00,,60.0,120.0,0.1876,0.6652,4
WH_arrival_60min,National,02:00-03:00,,120.0,180.0,0.5453,1.2104,3
WH_arrival_60min,National,03:00-04:00,,180.0,240.0,0.1248,1.3353,4
WH_arrival_60min,National,04:00-05:00,,240.0,300.0,0.0479,1.3831,2
WH_arrival_60min,National,05:00-06:00,,300.0,360.0,0.143,1.5261,2
WH_arrival_60min,National,06:00-07:00,,360.0,420.0,0.0746,1.6007,2
WH_arrival_60min,National,07:00-08:00,,420.0,480.0,0.1224,1.723,3
WH_arrival_60min,National,08:00-09:00,,480.0,540.0,1.8919,3.615,8
WH_arrival_60min,National,09:00-10:00,,540.0,600.0,0.0728,3.6878,3
WH_arrival_60min,National,10:00-11:00,,600.0,660.0,0.1447,3.8325,3
WH_arrival_60min,National,11:00-12:00,,660.0,720.0,0.9941,4.8266,15
WH_arrival_60min,National,12:00-13:00,,720.0,780.0,3.2641,8.0907,63
WH_arrival_60min,National,13:00-14:00,,780.0,840.0,2.3742,10.4649,47
WH_arrival_60min,National,14:00-15:00,,840.0,900.0,4.5639,15.0287,82
WH_arrival_60min,National,15:00-16:00,,900.0,960.0,12.3402,27.369,190
WH_arrival_60min,National,16:00-17:00,,960.0,1020.0,18.9032,46.2721,341
WH_arrival_60min,National,17:00-18:00,,1020.0,1080.0,24.3817,70.6538,468
WH_arrival_60min,National,18:00-19:00,,1080.0,1140.0,13.2944,83.9482,233
WH_arrival_60min,National,19:00-20:00,,1140.0,1200.0,5.7185,89.6666,98
WH_arrival_60min,National,20:00-21:00,,1200.0,1260.0,2.841,92.5076,53
WH_arrival_60min,National,21:00-22:00,,1260.0,1320.0,2.5123,95.02,34
WH_arrival_60min,National,22:00-23:00,,1320.0,1380.0,2.7145,97.7344,37
WH_arrival_60min,National,23:00-24:00,,1380.0,1440.0,2.2656,100.0,32
WH_distance_2p5mi,National,0-2.5 mi,,0.0,2.5,15.8479,15.8479,280
WH_distance_2p5mi,National,2.5-5 mi,,2.5,5.0,18.9336,34.7815,294
WH_distance_2p5mi,National,5-7.5 mi,,5.0,7.5,12.777,47.5585,235
WH_distance_2p5mi,National,7.5-10 mi,,7.5,10.0,8.3776,55.9361,146
WH_distance_2p5mi,National,10-12.5 mi,,10.0,12.5,7.1544,63.0905,140
WH_distance_2p5mi,National,12.5-15 mi,,12.5,15.0,7.3127,70.4032,125
WH_distance_2p5mi,National,15-17.5 mi,,15.0,17.5,5.9175,76.3206,86
WH_distance_2p5mi,National,17.5-20 mi,,17.5,20.0,4.6599,80.9805,91
WH_distance_2p5mi,National,20-22.5 mi,,20.0,22.5,2.7007,83.6812,65
WH_distance_2p5mi,National,22.5-25 mi,,22.5,25.0,2.8327,86.5138,51
WH_distance_2p5mi,National,25-27.5 mi,,25.0,27.5,2.9633,89.4771,48
WH_distance_2p5mi,National,27.5-30 mi,,27.5,30.0,1.7757,91.2528,30
WH_distance_2p5mi,National,30-32.5 mi,,30.0,32.5,1.2234,92.4762,24
WH_distance_2p5mi,National,32.5-35 mi,,32.5,35.0,1.8294,94.3057,26
WH_distance_2p5mi,National,35-37.5 mi,,35.0,37.5,0.581,94.8867,15
WH_distance_2p5mi,National,37.5-40 mi,,37.5,40.0,1.0635,95.9502,19
WH_distance_2p5mi,National,40-42.5 mi,,40.0,42.5,0.315,96.2652,6
WH_distance_2p5mi,National,42.5-45 mi,,42.5,45.0,0.8415,97.1067,13
WH_distance_2p5mi,National,45-47.5 mi,,45.0,47.5,0.3887,97.4954,8
WH_distance_2p5mi,National,47.5-50 mi,,47.5,50.0,0.7255,98.2209,7
WH_distance_2p5mi,National,50-52.5 mi,,50.0,52.5,0.4469,98.6678,4
WH_distance_2p5mi,National,52.5-55 mi,,52.5,55.0,0.0552,98.7229,3
WH_distance_2p5mi,National,55-57.5 mi,,55.0,57.5,0.0698,98.7928,1
WH_distance_2p5mi,National,57.5-60 mi,,57.5,60.0,0.1584,98.9511,3
WH_distance_2p5mi,National,60-62.5 mi,,60.0,62.5,0.0563,99.0074,2
WH_distance_2p5mi,National,62.5-65 mi,,62.5,65.0,0.0,99.0074,0
WH_distance_2p5mi,National,65-67.5 mi,,65.0,67.5,0.0408,99.0483,1
WH_distance_2p5mi,National,67.5-70 mi,,67.5,70.0,0.3094,99.3576,2
WH_distance_2p5mi,National,70-72.5 mi,,70.0,72.5,0.1032,99.4608,3
WH_distance_2p5mi,National,72.5-75 mi,,72.5,75.0,0.0,99.4608,0
WH_distance_2p5mi,National,75-77.5 mi,,75.0,77.5,0.0216,99.4824,2
WH_distance_2p5mi,National,77.5-80 mi,,77.5,80.0,0.0944,99.5768,2
WH_distance_2p5mi,National,80-82.5 mi,,80.0,82.5,0.0292,99.6059,1
WH_distance_2p5mi,National,82.5-85 mi,,82.5,85.0,0.0312,99.6371,1
WH_distance_2p5mi,National,85-87.5 mi,,85.0,87.5,0.0,99.6371,0
WH_distance_2p5mi,National,87.5-90 mi,,87.5,90.0,0.164,99.8011,2
WH_distance_2p5mi,National,90-92.5 mi,,90.0,92.5,0.0,99.8011,0
WH_distance_2p5mi,National,92.5-95 mi,,92.5,95.0,0.0,99.8011,0
WH_distance_2p5mi,National,95-97.5 mi,,95.0,97.5,0.0,99.8011,0
WH_distance_2p5mi,National,97.5-100 mi,,97.5,100.0,0.1989,100.0,3
WH_duration_5min,National,0-5 min,,0.0,5.0,2.1541,2.1541,28
WH_duration_5min,National,5-10 min,,5.0,10.0,6.4498,8.6039,148
WH_duration_5min,National,10-15 min,,10.0,15.0,13.1688,21.7727,216
WH_duration_5min,National,15-20 min,,15.0,20.0,17.2464,39.0191,293
WH_duration_5min,National,20-25 min,,20.0,25.0,8.7335,47.7526,161
WH_duration_5min,National,25-30 min,,25.0,30.0,5.3707,53.1233,108
WH_duration_5min,National,30-35 min,,30.0,35.0,18.8416,71.9649,320
WH_duration_5min,National,35-40 min,,35.0,40.0,5.007,76.9719,76
WH_duration_5min,National,40-45 min,,40.0,45.0,3.2296,80.2015,70
WH_duration_5min,National,45-50 min,,45.0,50.0,7.599,87.8005,120
WH_duration_5min,National,50-55 min,,50.0,55.0,1.6144,89.4149,28
WH_duration_5min,National,55-60 min,,55.0,60.0,1.3043,90.7192,20
WH_duration_5min,National,60-65 min,,60.0,65.0,4.3728,95.092,79
WH_duration_5min,National,65-70 min,,65.0,70.0,1.0096,96.1016,12
WH_duration_5min,National,70-75 min,,70.0,75.0,0.9581,97.0598,12
WH_duration_5min,National,75-80 min,,75.0,80.0,1.3625,98.4222,14
WH_duration_5min,National,80-85 min,,80.0,85.0,0.3677,98.7899,6
WH_duration_5min,National,85-90 min,,85.0,90.0,0.0,98.7899,0
WH_duration_5min,National,90-95 min,,90.0,95.0,0.4333,99.2232,14
WH_duration_5min,National,95-100 min,,95.0,100.0,0.0879,99.3111,1
WH_duration_5min,National,100-105 min,,100.0,105.0,0.0492,99.3603,2
WH_duration_5min,National,105-110 min,,105.0,110.0,0.1233,99.4835,2
WH_duration_5min,National,110-115 min,,110.0,115.0,0.0,99.4835,0
WH_duration_5min,National,115-120 min,,115.0,120.0,0.1193,99.6028,1
WH_duration_5min,National,120-125 min,,120.0,125.0,0.1841,99.787,3
WH_duration_5min,National,125-130 min,,125.0,130.0,0.0,99.787,0
WH_duration_5min,National,130-135 min,,130.0,135.0,0.0,99.787,0
WH_duration_5min,National,135-140 min,,135.0,140.0,0.0,99.787,0
WH_duration_5min,National,140-145 min,,140.0,145.0,0.0,99.787,0
WH_duration_5min,National,145-150 min,,145.0,150.0,0.213,100.0,4
WH_mode,National,POV-Driver,1,,,90.2152,90.2152,1593
WH_mode,National,POV-Passenger,2,,,3.5895,93.8047,54
WH_mode,National,Public Transit,3,,,2.0047,95.8094,30
WH_mode,National,Walk,5,,,2.5121,98.3215,40
WH_mode,National,Bike,6,,,0.7174,99.0389,13
WH_mode,National,Other,7,,,0.9611,100.0,9
WH_departure_15min,Pacific,00:00-00:15,,0.0,15.0,0.335,0.335,1
WH_departure_15min,Pacific,00:15-00:30,,15.0,30.0,0.0,0.335,0
WH_departure_15min,Pacific,00:30-00:45,,30.0,45.0,0.0,0.335,0
WH_departure_15min,Pacific,00:45-01:00,,45.0,60.0,0.0,0.335,0
WH_departure_15min,Pacific,01:00-01:15,,60.0,75.0,0.0,0.335,0
WH_departure_15min,Pacific,01:15-01:30,,75.0,90.0,0.0,0.335,0
WH_departure_15min,Pacific,01:30-01:45,,90.0,105.0,0.0,0.335,0
WH_departure_15min,Pacific,01:45-02:00,,105.0,120.0,0.0,0.335,0
WH_departure_15min,Pacific,02:00-02:15,,120.0,135.0,0.0,0.335,0
WH_departure_15min,Pacific,02:15-02:30,,135.0,150.0,0.0,0.335,0
WH_departure_15min,Pacific,02:30-02:45,,150.0,165.0,0.0,0.335,0
WH_departure_15min,Pacific,02:45-03:00,,165.0,180.0,0.0,0.335,0
WH_departure_15min,Pacific,03:00-03:15,,180.0,195.0,0.248,0.583,1
WH_departure_15min,Pacific,03:15-03:30,,195.0,210.0,0.161,0.744,1
WH_departure_15min,Pacific,03:30-03:45,,210.0,225.0,0.0,0.744,0
WH_departure_15min,Pacific,03:45-04:00,,225.0,240.0,0.0,0.744,0
WH_departure_15min,Pacific,04:00-04:15,,240.0,255.0,0.0,0.744,0
WH_departure_15min,Pacific,04:15-04:30,,255.0,270.0,0.0,0.744,0
WH_departure_15min,Pacific,04:30-04:45,,270.0,285.0,0.0,0.744,0
WH_departure_15min,Pacific,04:45-05:00,,285.0,300.0,0.0,0.744,0
WH_departure_15min,Pacific,05:00-05:15,,300.0,315.0,0.0,0.744,0
WH_departure_15min,Pacific,05:15-05:30,,315.0,330.0,0.0,0.744,0
WH_departure_15min,Pacific,05:30-05:45,,330.0,345.0,0.0,0.744,0
WH_departure_15min,Pacific,05:45-06:00,,345.0,360.0,0.0,0.744,0
WH_departure_15min,Pacific,06:00-06:15,,360.0,375.0,0.0,0.744,0
WH_departure_15min,Pacific,06:15-06:30,,375.0,390.0,0.0,0.744,0
WH_departure_15min,Pacific,06:30-06:45,,390.0,405.0,0.0,0.744,0
WH_departure_15min,Pacific,06:45-07:00,,405.0,420.0,0.0,0.744,0
WH_departure_15min,Pacific,07:00-07:15,,420.0,435.0,0.0,0.744,0
WH_departure_15min,Pacific,07:15-07:30,,435.0,450.0,0.1529,0.8969,1
WH_departure_15min,Pacific,07:30-07:45,,450.0,465.0,0.0,0.8969,0
WH_departure_15min,Pacific,07:45-08:00,,465.0,480.0,0.0,0.8969,0
WH_departure_15min,Pacific,08:00-08:15,,480.0,495.0,0.0,0.8969,0
WH_departure_15min,Pacific,08:15-08:30,,495.0,510.0,0.1713,1.0682,1
WH_departure_15min,Pacific,08:30-08:45,,510.0,525.0,2.0332,3.1014,3
WH_departure_15min,Pacific,08:45-09:00,,525.0,540.0,0.0,3.1014,0
WH_departure_15min,Pacific,09:00-09:15,,540.0,555.0,0.0,3.1014,0
WH_departure_15min,Pacific,09:15-09:30,,555.0,570.0,0.0,3.1014,0
WH_departure_15min,Pacific,09:30-09:45,,570.0,585.0,0.1769,3.2782,1
WH_departure_15min,Pacific,09:45-10:00,,585.0,600.0,0.0,3.2782,0
WH_departure_15min,Pacific,10:00-10:15,,600.0,615.0,0.0,3.2782,0
WH_departure_15min,Pacific,10:15-10:30,,615.0,630.0,0.0,3.2782,0
WH_departure_15min,Pacific,10:30-10:45,,630.0,645.0,0.0,3.2782,0
WH_departure_15min,Pacific,10:45-11:00,,645.0,660.0,0.0,3.2782,0
WH_departure_15min,Pacific,11:00-11:15,,660.0,675.0,0.1795,3.4578,1
WH_departure_15min,Pacific,11:15-11:30,,675.0,690.0,0.0,3.4578,0
WH_departure_15min,Pacific,11:30-11:45,,690.0,705.0,0.0,3.4578,0
WH_departure_15min,Pacific,11:45-12:00,,705.0,720.0,0.0818,3.5396,1
WH_departure_15min,Pacific,12:00-12:15,,720.0,735.0,0.2671,3.8067,1
WH_departure_15min,Pacific,12:15-12:30,,735.0,750.0,0.0,3.8067,0
WH_departure_15min,Pacific,12:30-12:45,,750.0,765.0,1.6683,5.475,2
WH_departure_15min,Pacific,12:45-13:00,,765.0,780.0,0.0,5.475,0
WH_departure_15min,Pacific,13:00-13:15,,780.0,795.0,2.8474,8.3223,2
WH_departure_15min,Pacific,13:15-13:30,,795.0,810.0,0.0,8.3223,0
WH_departure_15min,Pacific,13:30-13:45,,810.0,825.0,0.4203,8.7426,1
WH_departure_15min,Pacific,13:45-14:00,,825.0,840.0,0.0,8.7426,0
WH_departure_15min,Pacific,14:00-14:15,,840.0,855.0,2.4987,11.2413,3
WH_departure_15min,Pacific,14:15-14:30,,855.0,870.0,0.0,11.2413,0
WH_departure_15min,Pacific,14:30-14:45,,870.0,885.0,2.1308,13.3722,5
WH_departure_15min,Pacific,14:45-15:00,,885.0,900.0,1.1539,14.526,3
WH_departure_15min,Pacific,15:00-15:15,,900.0,915.0,3.3151,17.8412,8
WH_departure_15min,Pacific,15:15-15:30,,915.0,930.0,3.5289,21.3701,6
WH_departure_15min,Pacific,15:30-15:45,,930.0,945.0,2.8005,24.1706,8
WH_departure_15min,Pacific,15:45-16:00,,945.0,960.0,4.0687,28.2393,4
WH_departure_15min,Pacific,16:00-16:15,,960.0,975.0,9.844,38.0833,19
WH_departure_15min,Pacific,16:15-16:30,,975.0,990.0,1.2232,39.3066,6
WH_departure_15min,Pacific,16:30-16:45,,990.0,1005.0,3.6698,42.9763,9
WH_departure_15min,Pacific,16:45-17:00,,1005.0,1020.0,2.4397,45.4161,10
WH_departure_15min,Pacific,17:00-17:15,,1020.0,1035.0,7.3467,52.7628,30
WH_departure_15min,Pacific,17:15-17:30,,1035.0,1050.0,2.8219,55.5847,6
WH_departure_15min,Pacific,17:30-17:45,,1050.0,1065.0,10.9571,66.5418,18
WH_departure_15min,Pacific,17:45-18:00,,1065.0,1080.0,1.7239,68.2657,4
WH_departure_15min,Pacific,18:00-18:15,,1080.0,1095.0,11.1925,79.4582,20
WH_departure_15min,Pacific,18:15-18:30,,1095.0,1110.0,0.7004,80.1586,4
WH_departure_15min,Pacific,18:30-18:45,,1110.0,1125.0,4.2853,84.4438,7
WH_departure_15min,Pacific,18:45-19:00,,1125.0,1140.0,0.0,84.4438,0
WH_departure_15min,Pacific,19:00-19:15,,1140.0,1155.0,1.9004,86.3443,4
WH_departure_15min,Pacific,19:15-19:30,,1155.0,1170.0,0.6586,87.0029,2
WH_departure_15min,Pacific,19:30-19:45,,1170.0,1185.0,0.4103,87.4132,1
WH_departure_15min,Pacific,19:45-20:00,,1185.0,1200.0,0.0,87.4132,0
WH_departure_15min,Pacific,20:00-20:15,,1200.0,1215.0,2.1635,89.5767,2
WH_departure_15min,Pacific,20:15-20:30,,1215.0,1230.0,0.1438,89.7205,1
WH_departure_15min,Pacific,20:30-20:45,,1230.0,1245.0,0.447,90.1676,3
WH_departure_15min,Pacific,20:45-21:00,,1245.0,1260.0,0.1372,90.3048,1
WH_departure_15min,Pacific,21:00-21:15,,1260.0,1275.0,3.7252,94.0299,3
WH_departure_15min,Pacific,21:15-21:30,,1275.0,1290.0,0.0,94.0299,0
WH_departure_15min,Pacific,21:30-21:45,,1290.0,1305.0,2.0221,96.052,2
WH_departure_15min,Pacific,21:45-22:00,,1305.0,1320.0,0.0,96.052,0
WH_departure_15min,Pacific,22:00-22:15,,1320.0,1335.0,1.0078,97.0598,2
WH_departure_15min,Pacific,22:15-22:30,,1335.0,1350.0,0.0,97.0598,0
WH_departure_15min,Pacific,22:30-22:45,,1350.0,1365.0,0.8057,97.8655,1
WH_departure_15min,Pacific,22:45-23:00,,1365.0,1380.0,0.2355,98.1009,1
WH_departure_15min,Pacific,23:00-23:15,,1380.0,1395.0,1.8991,100.0,2
WH_departure_15min,Pacific,23:15-23:30,,1395.0,1410.0,0.0,100.0,0
WH_departure_15min,Pacific,23:30-23:45,,1410.0,1425.0,0.0,100.0,0
WH_departure_15min,Pacific,23:45-24:00,,1425.0,1440.0,0.0,100.0,0
WH_arrival_15min,Pacific,00:00-00:15,,0.0,15.0,0.0,0.0,0
WH_arrival_15min,Pacific,00:15-00:30,,15.0,30.0,0.335,0.335,1
WH_arrival_15min,Pacific,00:30-00:45,,30.0,45.0,0.0,0.335,0
WH_arrival_15min,Pacific,00:45-01:00,,45.0,60.0,0.0,0.335,0
WH_arrival_15min,Pacific,01:00-01:15,,60.0,75.0,0.0,0.335,0
WH_arrival_15min,Pacific,01:15-01:30,,75.0,90.0,0.0,0.335,0
WH_arrival_15min,Pacific,01:30-01:45,,90.0,105.0,0.0,0.335,0
WH_arrival_15min,Pacific,01:45-02:00,,105.0,120.0,0.0,0.335,0
WH_arrival_15min,Pacific,02:00-02:15,,120.0,135.0,0.0,0.335,0
WH_arrival_15min,Pacific,02:15-02:30,,135.0,150.0,0.0,0.335,0
WH_arrival_15min,Pacific,02:30-02:45,,150.0,165.0,0.0,0.335,0
WH_arrival_15min,Pacific,02:45-03:00,,165.0,180.0,0.0,0.335,0
WH_arrival_15min,Pacific,03:00-03:15,,180.0,195.0,0.0,0.335,0
WH_arrival_15min,Pacific,03:15-03:30,,195.0,210.0,0.0,0.335,0
WH_arrival_15min,Pacific,03:30-03:45,,210.0,225.0,0.0,0.335,0
WH_arrival_15min,Pacific,03:45-04:00,,225.0,240.0,0.409,0.744,2
WH_arrival_15min,Pacific,04:00-04:15,,240.0,255.0,0.0,0.744,0
WH_arrival_15min,Pacific,04:15-04:30,,255.0,270.0,0.0,0.744,0
WH_arrival_15min,Pacific,04:30-04:45,,270.0,285.0,0.0,0.744,0
WH_arrival_15min,Pacific,04:45-05:00,,285.0,300.0,0.0,0.744,0
WH_arrival_15min,Pacific,05:00-05:15,,300.0,315.0,0.0,0.744,0
WH_arrival_15min,Pacific,05:15-05:30,,315.0,330.0,0.0,0.744,0
WH_arrival_15min,Pacific,05:30-05:45,,330.0,345.0,0.0,0.744,0
WH_arrival_15min,Pacific,05:45-06:00,,345.0,360.0,0.0,0.744,0
WH_arrival_15min,Pacific,06:00-06:15,,360.0,375.0,0.0,0.744,0
WH_arrival_15min,Pacific,06:15-06:30,,375.0,390.0,0.0,0.744,0
WH_arrival_15min,Pacific,06:30-06:45,,390.0,405.0,0.0,0.744,0
WH_arrival_15min,Pacific,06:45-07:00,,405.0,420.0,0.0,0.744,0
WH_arrival_15min,Pacific,07:00-07:15,,420.0,435.0,0.0,0.744,0
WH_arrival_15min,Pacific,07:15-07:30,,435.0,450.0,0.0,0.744,0
WH_arrival_15min,Pacific,07:30-07:45,,450.0,465.0,0.1529,0.8969,1
WH_arrival_15min,Pacific,07:45-08:00,,465.0,480.0,0.0,0.8969,0
WH_arrival_15min,Pacific,08:00-08:15,,480.0,495.0,0.0,0.8969,0
WH_arrival_15min,Pacific,08:15-08:30,,495.0,510.0,0.0,0.8969,0
WH_arrival_15min,Pacific,08:30-08:45,,510.0,525.0,0.0,0.8969,0
WH_arrival_15min,Pacific,08:45-09:00,,525.0,540.0,2.2045,3.1014,4
WH_arrival_15min,Pacific,09:00-09:15,,540.0,555.0,0.0,3.1014,0
WH_arrival_15min,Pacific,09:15-09:30,,555.0,570.0,0.0,3.1014,0
WH_arrival_15min,Pacific,09:30-09:45,,570.0,585.0,0.0,3.1014,0
WH_arrival_15min,Pacific,09:45-10:00,,585.0,600.0,0.1769,3.2782,1
WH_arrival_15min,Pacific,10:00-10:15,,600.0,615.0,0.0,3.2782,0
WH_arrival_15min,Pacific,10:15-10:30,,615.0,630.0,0.0,3.2782,0
WH_arrival_15min,Pacific,10:30-10:45,,630.0,645.0,0.0,3.2782,0
WH_arrival_15min,Pacific,10:45-11:00,,645.0,660.0,0.0,3.2782,0
WH_arrival_15min,Pacific,11:00-11:15,,660.0,675.0,0.0,3.2782,0
WH_arrival_15min,Pacific,11:15-11:30,,675.0,690.0,0.0,3.2782,0
WH_arrival_15min,Pacific,11:30-11:45,,690.0,705.0,0.1795,3.4578,1
WH_arrival_15min,Pacific,11:45-12:00,,705.0,720.0,0.0,3.4578,0
WH_arrival_15min,Pacific,12:00-12:15,,720.0,735.0,0.2671,3.7249,1
WH_arrival_15min,Pacific,12:15-12:30,,735.0,750.0,0.0818,3.8067,1
WH_arrival_15min,Pacific,12:30-12:45,,750.0,765.0,0.0,3.8067,0
